timestamp,fosforo,potassio,ph,umidade,irrigacao,temperatura,umidade_ar
33433,0,0,10.16,0.0,0,25.0,50
34475,0,0,7.29,0.0,1,25.0,50

35477,0,0,4.22,0.0,0,25.0,50

36520,0,0,3.77,0.0,0,25.0,50
37522,0,0,6.38,0.0,1,25.0,50

38565,0,0,9.67,0.0,0,25.0,50

39568,0,0,10.35,0.0,0,25.0,50
40610,0,0,7.80,0.0,0,25.0,50
41612,0,0,4.56,0.0,0,25.0,50
42654,0,0,3.60,0.0,0,25.0,50
43656,0,0,5.87,0.0,0,25.0,50
44698,0,0,9.30,0.0,0,25.0,50
45700,0,0,10.46,0.0,0,25.0,50
46742,0,0,8.30,0.0,0,25.0,50
47744,0,0,4.97,0.0,0,25.0,50
48786,0,0,3.51,0.0,0,25.0,50
49788,0,0,5.39,0.0,0,25.0,50
50830,0,0,8.87,0.0,0,25.0,50
51832,0,0,10.50,0.0,0,25.0,50
52874,0,0,8.78,0.0,0,25.0,50
53876,0,0,5.42,0.0,0,25.0,50
54918,0,0,3.51,0.0,0,25.0,50
55920,0,0,4.94,0.0,0,25.0,50
56962,0,0,8.41,0.0,0,25.0,50
57964,0,0,10.46,0.0,0,25.0,50
59006,0,0,9.21,0.0,0,25.0,50
60008,0,0,5.91,0.0,0,25.0,50
61050,0,0,3.58,0.0,0,25.0,50
62052,0,0,4.54,0.0,0,25.0,50
63094,0,0,7.91,0.0,0,25.0,50
64096,0,0,10.34,0.0,0,25.0,50
65138,0,0,9.60,0.0,0,25.0,50
66140,0,0,6.42,0.0,1,25.0,50

67183,0,0,3.73,0.0,0,25.0,50

68185,0,0,4.19,0.0,0,25.0,50
69227,0,0,7.39,0.0,1,25.0,50

70229,0,0,10.14,0.0,0,25.0,50

71272,0,0,9.92,0.0,0,25.0,50
72274,0,0,6.94,0.0,1,25.0,50

73317,0,0,3.95,0.0,0,25.0,50

74319,0,0,3.91,0.0,0,25.0,50
75361,0,0,6.87,0.0,1,25.0,50

76363,0,0,9.87,0.0,0,25.0,50

77406,0,0,10.17,0.0,0,25.0,50
78408,0,0,7.46,0.0,1,25.0,50

79451,0,0,4.23,0.0,0,25.0,50

80453,0,0,3.70,0.0,0,25.0,50
81495,0,0,6.35,0.0,1,25.0,50

82497,0,0,9.55,0.0,0,25.0,50

83540,0,0,10.36,0.0,0,25.0,50
84542,0,0,7.97,0.0,0,25.0,50
85584,0,0,4.59,0.0,0,25.0,50
86586,0,0,3.56,0.0,0,25.0,50
87628,0,0,5.84,0.0,0,25.0,50
88630,0,0,9.16,0.0,0,25.0,50
89672,0,0,10.47,0.0,0,25.0,50
90674,0,0,8.47,0.0,0,25.0,50
91716,0,0,5.00,0.0,0,25.0,50
92718,0,0,3.50,0.0,0,25.0,50
93760,0,0,5.36,0.0,0,25.0,50
94762,0,0,8.72,0.0,0,25.0,50
95804,0,0,10.50,0.0,0,25.0,50
96806,0,0,8.93,0.0,0,25.0,50
97848,0,0,5.45,0.0,0,25.0,50
98850,0,0,3.52,0.0,0,25.0,50
99892,0,0,4.91,0.0,0,25.0,50
100894,0,0,8.24,0.0,0,25.0,50
101936,0,0,10.45,0.0,0,25.0,50
102938,0,0,9.35,0.0,0,25.0,50
103980,0,0,5.94,0.0,0,25.0,50
104982,0,0,3.62,0.0,0,25.0,50
106024,0,0,4.51,0.0,0,25.0,50
107026,0,0,7.73,0.0,0,25.0,50
108068,0,0,10.33,0.0,0,25.0,50
109070,0,0,9.71,0.0,0,25.0,50
110112,0,0,6.46,0.0,1,25.0,50

111114,0,0,3.80,0.0,0,25.0,50

112157,0,0,4.17,0.0,0,25.0,50
113159,0,0,7.21,0.0,1,25.0,50

114202,0,0,10.13,0.0,0,25.0,50

115205,0,0,10.01,0.0,0,25.0,50
116247,0,0,6.97,0.0,1,25.0,50

117249,0,0,4.04,0.0,0,25.0,50

118292,0,0,3.90,0.0,0,25.0,50
119294,0,0,6.69,0.0,1,25.0,50

120337,0,0,9.86,0.0,0,25.0,50

121340,0,0,10.24,0.0,0,25.0,50
122382,0,0,7.49,0.0,1,25.0,50

123384,0,0,4.35,0.0,0,25.0,50

124427,0,0,3.69,0.0,0,25.0,50
125429,0,0,6.18,0.0,1,25.0,50

126472,0,0,9.53,0.0,0,25.0,50

127475,0,0,10.40,0.0,0,25.0,50
128517,0,0,8.00,0.0,0,25.0,50
11983,0,0,5.07,0.0,0,25.0,50
12985,0,0,8.42,0.0,0,25.0,50
14027,0,0,10.48,0.0,0,25.0,50
15029,0,0,9.20,0.0,0,25.0,50
16071,0,0,5.76,0.0,0,25.0,50
17073,0,0,3.57,0.0,0,25.0,50
18115,0,0,4.65,0.0,0,25.0,50
19117,0,0,7.92,0.0,0,25.0,50
20159,0,0,10.38,0.0,0,25.0,50
21161,0,0,9.59,0.0,0,25.0,50
22203,0,0,6.26,0.0,1,25.0,50
23206,0,0,3.72,0.0,0,25.0,50

24249,0,0,4.29,0.0,0,25.0,50
25251,0,0,7.41,0.0,1,25.0,50

26294,0,0,10.21,0.0,0,25.0,50

27297,0,0,9.90,0.0,0,25.0,50
28339,0,0,6.77,0.0,1,25.0,50

29342,0,0,3.94,0.0,0,25.0,50

30385,0,0,4.00,0.0,0,25.0,50
31387,0,0,6.90,0.0,1,25.0,50

32430,0,0,9.97,0.0,0,25.0,50

33433,0,0,10.16,0.0,0,25.0,50
34475,0,0,7.29,0.0,1,25.0,50

35477,0,0,4.22,0.0,0,25.0,50

36520,0,0,3.77,0.0,0,25.0,50
37522,0,0,6.38,0.0,1,25.0,50

38565,0,0,9.67,0.0,0,25.0,50

39568,0,0,10.35,0.0,0,25.0,50
40610,0,0,7.80,0.0,0,25.0,50
41612,0,0,4.56,0.0,0,25.0,50
42654,0,0,3.60,0.0,0,25.0,50
43656,0,0,5.87,0.0,0,25.0,50
44698,0,0,9.30,0.0,0,25.0,50
45700,0,0,10.46,0.0,0,25.0,50
46742,0,0,8.30,0.0,0,25.0,50
47744,0,0,4.97,0.0,0,25.0,50
48786,0,0,3.51,0.0,0,25.0,50
49788,0,0,5.39,0.0,0,25.0,50
50830,0,0,8.87,0.0,0,25.0,50
51832,0,0,10.50,0.0,0,25.0,50
52874,0,0,8.78,0.0,0,25.0,50
53876,0,0,5.42,0.0,0,25.0,50
54918,0,0,3.51,0.0,0,25.0,50
55920,0,0,4.94,0.0,0,25.0,50
56962,0,0,8.41,0.0,0,25.0,50
57964,0,0,10.46,0.0,0,25.0,50
59006,0,0,9.21,0.0,0,25.0,50
60008,0,0,5.91,0.0,0,25.0,50
61050,0,0,3.58,0.0,0,25.0,50
62052,0,0,4.54,0.0,0,25.0,50
63094,0,0,7.91,0.0,0,25.0,50
64096,0,0,10.34,0.0,0,25.0,50
65138,0,0,9.60,0.0,0,25.0,50
66140,0,0,6.42,0.0,1,25.0,50

67183,0,0,3.73,0.0,0,25.0,50

68185,0,0,4.19,0.0,0,25.0,50
69227,0,0,7.39,0.0,1,25.0,50

70229,0,0,10.14,0.0,0,25.0,50

71272,0,0,9.92,0.0,0,25.0,50
72274,0,0,6.94,0.0,1,25.0,50

73317,0,0,3.95,0.0,0,25.0,50

74319,0,0,3.91,0.0,0,25.0,50
75361,0,0,6.87,0.0,1,25.0,50

76363,0,0,9.87,0.0,0,25.0,50

77406,0,0,10.17,0.0,0,25.0,50
78408,0,0,7.46,0.0,1,25.0,50

79451,0,0,4.23,0.0,0,25.0,50

80453,0,0,3.70,0.0,0,25.0,50
81495,0,0,6.35,0.0,1,25.0,50

82497,0,0,9.55,0.0,0,25.0,50

83540,0,0,10.36,0.0,0,25.0,50
84542,0,0,7.97,0.0,0,25.0,50
85584,0,0,4.59,0.0,0,25.0,50
86586,0,0,3.56,0.0,0,25.0,50
87628,0,0,5.84,0.0,0,25.0,50
88630,0,0,9.16,0.0,0,25.0,50
89672,0,0,10.47,0.0,0,25.0,50
90674,0,0,8.47,0.0,0,25.0,50
91716,0,0,5.00,0.0,0,25.0,50
92718,0,0,3.50,0.0,0,25.0,50
93760,0,0,5.36,0.0,0,25.0,50
94762,0,0,8.72,0.0,0,25.0,50
95804,0,0,10.50,0.0,0,25.0,50
96806,0,0,8.93,0.0,0,25.0,50
97848,0,0,5.45,0.0,0,25.0,50
98850,0,0,3.52,0.0,0,25.0,50
99892,0,0,4.91,0.0,0,25.0,50
100894,0,0,8.24,0.0,0,25.0,50
101936,0,0,10.45,0.0,0,25.0,50
102938,0,0,9.35,0.0,0,25.0,50
103980,0,0,5.94,0.0,0,25.0,50
104982,0,0,3.62,0.0,0,25.0,50
106024,0,0,4.51,0.0,0,25.0,50
107026,0,0,7.73,0.0,0,25.0,50
108068,0,0,10.33,0.0,0,25.0,50
109070,0,0,9.71,0.0,0,25.0,50
110112,0,0,6.46,0.0,1,25.0,50

111114,0,0,3.80,0.0,0,25.0,50

11983,0,0,5.07,0.0,0,25.0,50
12985,0,0,8.42,0.0,0,25.0,50
14027,0,0,10.48,0.0,0,25.0,50
15029,0,0,9.20,0.0,0,25.0,50
16071,0,0,5.76,0.0,0,25.0,50
17073,0,0,3.57,0.0,0,25.0,50
18115,0,0,4.65,0.0,0,25.0,50
19117,0,0,7.92,0.0,0,25.0,50
20159,0,0,10.38,0.0,0,25.0,50
21161,0,0,9.59,0.0,0,25.0,50
22203,0,0,6.26,0.0,1,25.0,50

23206,0,0,3.72,0.0,0,25.0,50

24249,0,0,4.29,0.0,0,25.0,50
25251,0,0,7.41,0.0,1,25.0,50

26294,0,0,10.21,0.0,0,25.0,50

27297,0,0,9.90,0.0,0,25.0,50
28339,0,0,6.77,0.0,1,25.0,50

29342,0,0,3.94,0.0,0,25.0,50

30385,0,0,4.00,0.0,0,25.0,50
31387,0,0,6.90,0.0,1,25.0,50

32430,0,0,9.97,0.0,0,25.0,50

33433,0,0,10.16,0.0,0,25.0,50
34475,0,0,7.29,0.0,1,25.0,50

35477,0,0,4.22,0.0,0,25.0,50

36520,0,0,3.77,0.0,0,25.0,50
37522,0,0,6.38,0.0,1,25.0,50

38565,0,0,9.67,0.0,0,25.0,50

39568,0,0,10.35,0.0,0,25.0,50
40610,0,0,7.80,0.0,0,25.0,50
41612,0,0,4.56,0.0,0,25.0,50
42654,0,0,3.60,0.0,0,25.0,50
43656,0,0,5.87,0.0,0,25.0,50
44698,0,0,9.30,0.0,0,25.0,50
45700,0,0,10.46,0.0,0,25.0,50
46742,0,0,8.30,0.0,0,25.0,50
47744,0,0,4.97,0.0,0,25.0,50
48786,0,0,3.51,0.0,0,25.0,50
49788,0,0,5.39,0.0,0,25.0,50
50830,0,0,8.87,0.0,0,25.0,50
51832,0,0,10.50,0.0,0,25.0,50
52874,0,0,8.78,0.0,0,25.0,50
53876,0,0,5.42,0.0,0,25.0,50
54918,0,0,3.51,0.0,0,25.0,50
55920,0,0,4.94,0.0,0,25.0,50
56962,0,0,8.41,0.0,0,25.0,50
57964,0,0,10.46,0.0,0,25.0,50
59006,0,0,9.21,0.0,0,25.0,50
60008,0,0,5.91,0.0,0,25.0,50
61050,0,0,3.58,0.0,0,25.0,50
62052,0,0,4.54,0.0,0,25.0,50
63094,0,0,7.91,0.0,0,25.0,50
64096,0,0,10.34,0.0,0,25.0,50
65138,0,0,9.60,0.0,0,25.0,50
66140,0,0,6.42,0.0,1,25.0,50

67183,0,0,3.73,0.0,0,25.0,50

68185,0,0,4.19,0.0,0,25.0,50
69227,0,0,7.39,0.0,1,25.0,50

70229,0,0,10.14,0.0,0,25.0,50

71272,0,0,9.92,0.0,0,25.0,50
72274,0,0,6.94,0.0,1,25.0,50

73317,0,0,3.95,0.0,0,25.0,50

74319,0,0,3.91,0.0,0,25.0,50
75361,0,0,6.87,0.0,1,25.0,50

76363,0,0,9.87,0.0,0,25.0,50

77406,0,0,10.17,0.0,0,25.0,50
78408,0,0,7.46,0.0,1,25.0,50

79451,0,0,4.23,0.0,0,25.0,50

80453,0,0,3.70,0.0,0,25.0,50
81495,0,0,6.35,0.0,1,25.0,50

82497,0,0,9.55,0.0,0,25.0,50

83540,0,0,10.36,0.0,0,25.0,50
84542,0,0,7.97,0.0,0,25.0,50
85584,0,0,4.59,0.0,0,25.0,50
86586,0,0,3.56,0.0,0,25.0,50
87628,0,0,5.84,0.0,0,25.0,50
88630,0,0,9.16,0.0,0,25.0,50
89672,0,0,10.47,0.0,0,25.0,50
90674,0,0,8.47,0.0,0,25.0,50
91716,0,0,5.00,0.0,0,25.0,50
92718,0,0,3.50,0.0,0,25.0,50
93760,0,0,5.36,0.0,0,25.0,50
94762,0,0,8.72,0.0,0,25.0,50
95804,0,0,10.50,0.0,0,25.0,50
96806,0,0,8.93,0.0,0,25.0,50
97848,0,0,5.45,0.0,0,25.0,50
98850,0,0,3.52,0.0,0,25.0,50
99892,0,0,4.91,0.0,0,25.0,50
100894,0,0,8.24,0.0,0,25.0,50
101936,0,0,10.45,0.0,0,25.0,50
102938,0,0,9.35,0.0,0,25.0,50
103980,0,0,5.94,0.0,0,25.0,50
104982,0,0,3.62,0.0,0,25.0,50
106024,0,0,4.51,0.0,0,25.0,50
107026,0,0,7.73,0.0,0,25.0,50
108068,0,0,10.33,0.0,0,25.0,50
109070,0,0,9.71,0.0,0,25.0,50
110112,0,0,6.46,0.0,1,25.0,50

111114,0,0,3.80,0.0,0,25.0,50

112157,0,0,4.17,0.0,0,25.0,50
113159,0,0,7.21,0.0,1,25.0,50

114202,0,0,10.13,0.0,0,25.0,50

115205,0,0,10.01,0.0,0,25.0,50
116247,0,0,6.97,0.0,1,25.0,50

117249,0,0,4.04,0.0,0,25.0,50

118292,0,0,3.90,0.0,0,25.0,50
119294,0,0,6.69,0.0,1,25.0,50

120337,0,0,9.86,0.0,0,25.0,50

121340,0,0,10.24,0.0,0,25.0,50
122382,0,0,7.49,0.0,1,25.0,50

123384,0,0,4.35,0.0,0,25.0,50

124427,0,0,3.69,0.0,0,25.0,50
125429,0,0,6.18,0.0,1,25.0,50

126472,0,0,9.53,0.0,0,25.0,50

127475,0,0,10.40,0.0,0,25.0,50
128517,0,0,8.00,0.0,0,25.0,50
11983,0,0,5.07,0.0,0,25.0,50
12985,0,0,8.42,0.0,0,25.0,50
14027,0,0,10.48,0.0,0,25.0,50
15029,0,0,9.20,0.0,0,25.0,50
16071,0,0,5.76,0.0,0,25.0,50
17073,0,0,3.57,0.0,0,25.0,50
18115,0,0,4.65,0.0,0,25.0,50
19117,0,0,7.92,0.0,0,25.0,50
20159,0,0,10.38,0.0,0,25.0,50
21161,0,0,9.59,0.0,0,25.0,50
22203,0,0,6.26,0.0,1,25.0,50
23206,0,0,3.72,0.0,0,25.0,50

24249,0,0,4.29,0.0,0,25.0,50
25251,0,0,7.41,0.0,1,25.0,50

26294,0,0,10.21,0.0,0,25.0,50

27297,0,0,9.90,0.0,0,25.0,50
28339,0,0,6.77,0.0,1,25.0,50

29342,0,0,3.94,0.0,0,25.0,50

30385,0,0,4.00,0.0,0,25.0,50
31387,0,0,6.90,0.0,1,25.0,50

32430,0,0,9.97,0.0,0,25.0,50

33433,0,0,10.16,0.0,0,25.0,50
34475,0,0,7.29,0.0,1,25.0,50

35477,0,0,4.22,0.0,0,25.0,50

36520,0,0,3.77,0.0,0,25.0,50
37522,0,0,6.38,0.0,1,25.0,50

38565,0,0,9.67,0.0,0,25.0,50

39568,0,0,10.35,0.0,0,25.0,50
40610,0,0,7.80,0.0,0,25.0,50
41612,0,0,4.56,0.0,0,25.0,50
42654,0,0,3.60,0.0,0,25.0,50
43656,0,0,5.87,0.0,0,25.0,50
44698,0,0,9.30,0.0,0,25.0,50
45700,0,0,10.46,0.0,0,25.0,50
46742,0,0,8.30,0.0,0,25.0,50
47744,0,0,4.97,0.0,0,25.0,50
48786,0,0,3.51,0.0,0,25.0,50
49788,0,0,5.39,0.0,0,25.0,50
50830,0,0,8.87,0.0,0,25.0,50
51832,0,0,10.50,0.0,0,25.0,50
52874,0,0,8.78,0.0,0,25.0,50
53876,0,0,5.42,0.0,0,25.0,50
54918,0,0,3.51,0.0,0,25.0,50
55920,0,0,4.94,0.0,0,25.0,50
56962,0,0,8.41,0.0,0,25.0,50
57964,0,0,10.46,0.0,0,25.0,50
59006,0,0,9.21,0.0,0,25.0,50
60008,0,0,5.91,0.0,0,25.0,50
61050,0,0,3.58,0.0,0,25.0,50
62052,0,0,4.54,0.0,0,25.0,50
63094,0,0,7.91,0.0,0,25.0,50
64096,0,0,10.34,0.0,0,25.0,50
65138,0,0,9.60,0.0,0,25.0,50
66140,0,0,6.42,0.0,1,25.0,50

67183,0,0,3.73,0.0,0,25.0,50

68185,0,0,4.19,0.0,0,25.0,50
69227,0,0,7.39,0.0,1,25.0,50

70229,0,0,10.14,0.0,0,25.0,50

71272,0,0,9.92,0.0,0,25.0,50
72274,0,0,6.94,0.0,1,25.0,50

73317,0,0,3.95,0.0,0,25.0,50

74319,0,0,3.91,0.0,0,25.0,50
75361,0,0,6.87,0.0,1,25.0,50

76363,0,0,9.87,0.0,0,25.0,50

77406,0,0,10.17,0.0,0,25.0,50
78408,0,0,7.46,0.0,1,25.0,50

79451,0,0,4.23,0.0,0,25.0,50

80453,0,0,3.70,0.0,0,25.0,50
81495,0,0,6.35,0.0,1,25.0,50

82497,0,0,9.55,0.0,0,25.0,50

83540,0,0,10.36,0.0,0,25.0,50
84542,0,0,7.97,0.0,0,25.0,50
85584,0,0,4.59,0.0,0,25.0,50
86586,0,0,3.56,0.0,0,25.0,50
87628,0,0,5.84,0.0,0,25.0,50
88630,0,0,9.16,0.0,0,25.0,50
89672,0,0,10.47,0.0,0,25.0,50
90674,0,0,8.47,0.0,0,25.0,50
91716,0,0,5.00,0.0,0,25.0,50
92718,0,0,3.50,0.0,0,25.0,50
93760,0,0,5.36,0.0,0,25.0,50
94762,0,0,8.72,0.0,0,25.0,50
95804,0,0,10.50,0.0,0,25.0,50
96806,0,0,8.93,0.0,0,25.0,50
97848,0,0,5.45,0.0,0,25.0,50
98850,0,0,3.52,0.0,0,25.0,50
99892,0,0,4.91,0.0,0,25.0,50
100894,0,0,8.24,0.0,0,25.0,50
101936,0,0,10.45,0.0,0,25.0,50
102938,0,0,9.35,0.0,0,25.0,50
103980,0,0,5.94,0.0,0,25.0,50
104982,0,0,3.62,0.0,0,25.0,50
106024,0,0,4.51,0.0,0,25.0,50
107026,0,0,7.73,0.0,0,25.0,50
108068,0,0,10.33,0.0,0,25.0,50
109070,0,0,9.71,0.0,0,25.0,50
110112,0,0,6.46,0.0,1,25.0,50

111114,0,0,3.80,0.0,0,25.0,50

11983,0,0,5.07,0.0,0,25.0,50
12985,0,0,8.42,0.0,0,25.0,50
14027,0,0,10.48,0.0,0,25.0,50
15029,0,0,9.20,0.0,0,25.0,50
16071,0,0,5.76,0.0,0,25.0,50
17073,0,0,3.57,0.0,0,25.0,50
18115,0,0,4.65,0.0,0,25.0,50
19117,0,0,7.92,0.0,0,25.0,50
20159,0,0,10.38,0.0,0,25.0,50
21161,0,0,9.59,0.0,0,25.0,50
22203,0,0,6.26,0.0,1,25.0,50

23206,0,0,3.72,0.0,0,25.0,50

24249,0,0,4.29,0.0,0,25.0,50
25251,0,0,7.41,0.0,1,25.0,50

26294,0,0,10.21,0.0,0,25.0,50

27297,0,0,9.90,0.0,0,25.0,50
28339,0,0,6.77,0.0,1,25.0,50

29342,0,0,3.94,0.0,0,25.0,50

30385,0,0,4.00,0.0,0,25.0,50
31387,0,0,6.90,0.0,1,25.0,50

32430,0,0,9.97,0.0,0,25.0,50

33433,0,0,10.16,0.0,0,25.0,50
34475,0,0,7.29,0.0,1,25.0,50

35477,0,0,4.22,0.0,0,25.0,50

36520,0,0,3.77,0.0,0,25.0,50
37522,0,0,6.38,0.0,1,25.0,50

38565,0,0,9.67,0.0,0,25.0,50

39568,0,0,10.35,0.0,0,25.0,50
40610,0,0,7.80,0.0,0,25.0,50
41612,0,0,4.56,0.0,0,25.0,50
42654,0,0,3.60,0.0,0,25.0,50
43656,0,0,5.87,0.0,0,25.0,50
44698,0,0,9.30,0.0,0,25.0,50
45700,0,0,10.46,0.0,0,25.0,50
46742,0,0,8.30,0.0,0,25.0,50
47744,0,0,4.97,0.0,0,25.0,50
48786,0,0,3.51,0.0,0,25.0,50
49788,0,0,5.39,0.0,0,25.0,50
50830,0,0,8.87,0.0,0,25.0,50
51832,0,0,10.50,0.0,0,25.0,50
52874,0,0,8.78,0.0,0,25.0,50
53876,0,0,5.42,0.0,0,25.0,50
54918,0,0,3.51,0.0,0,25.0,50
55920,0,0,4.94,0.0,0,25.0,50
56962,0,0,8.41,0.0,0,25.0,50
57964,0,0,10.46,0.0,0,25.0,50
59006,0,0,9.21,0.0,0,25.0,50
60008,0,0,5.91,0.0,0,25.0,50
61050,0,0,3.58,0.0,0,25.0,50
62052,0,0,4.54,0.0,0,25.0,50
63094,0,0,7.91,0.0,0,25.0,50
64096,0,0,10.34,0.0,0,25.0,50
65138,0,0,9.60,0.0,0,25.0,50
66140,0,0,6.42,0.0,1,25.0,50

67183,0,0,3.73,0.0,0,25.0,50

68185,0,0,4.19,0.0,0,25.0,50
69227,0,0,7.39,0.0,1,25.0,50

70229,0,0,10.14,0.0,0,25.0,50

71272,0,0,9.92,0.0,0,25.0,50
72274,0,0,6.94,0.0,1,25.0,50

73317,0,0,3.95,0.0,0,25.0,50

74319,0,0,3.91,0.0,0,25.0,50
75361,0,0,6.87,0.0,1,25.0,50

76363,0,0,9.87,0.0,0,25.0,50

77406,0,0,10.17,0.0,0,25.0,50
78408,0,0,7.46,0.0,1,25.0,50

79451,0,0,4.23,0.0,0,25.0,50

80453,0,0,3.70,0.0,0,25.0,50
81495,0,0,6.35,0.0,1,25.0,50

82497,0,0,9.55,0.0,0,25.0,50

83540,0,0,10.36,0.0,0,25.0,50
84542,0,0,7.97,0.0,0,25.0,50
85584,0,0,4.59,0.0,0,25.0,50
